1.22,4,-0.36433
1.23,4,-0.26558
1.24,4,-0.16618
1.25,4,-0.066358
1.26,4,0.033628
1.27,4,0.13353
1.28,4,0.2331
1.29,4,0.33208
1.3,4,0.43024
1.31,4,0.52732
1.32,4,0.62308
1.33,4,0.71729
1.34,4,0.8097
1.35,4,0.90009
1.36,4,0.98823
1.37,4,1.0739
1.38,4,1.1569
1.39,4,1.237
1.4,4,1.314
1.41,4,1.3877
1.42,4,1.4579
1.43,4,1.5245
1.44,4,1.5873
1.45,4,1.6462
1.46,4,1.7009
1.47,4,1.7513
1.48,4,1.7974
1.49,4,1.839
1.5,4,1.876
1.51,4,1.9083
1.52,4,1.9358
1.53,4,1.9585
1.54,4,1.9763
1.55,4,1.9892
1.56,4,1.9971
1.57,4,2
1.58,4,1.9979
1.59,4,1.9908
1.6,4,1.9787
1.61,4,1.9617
1.62,4,1.9398
1.63,4,1.913
1.64,4,1.8815
1.65,4,1.8452
1.66,4,1.8043
1.67,4,1.759
1.68,4,1.7092
1.69,4,1.6552
1.7,4,1.597
1.71,4,1.5348
1.72,4,1.4688
1.73,4,1.3991
1.74,4,1.3259
1.75,4,1.2494
1.76,4,1.1698
1.77,4,1.0873
1.78,4,1.002
1.79,4,0.91428
1.8,4,0.82424
1.81,4,0.73213
1.82,4,0.6382
1.83,4,0.54267
1.84,4,0.44578
1.85,4,0.34778
1.86,4,0.24891
1.87,4,0.14942
1.88,4,0.049551
1.89,4,-0.050439
1.9,4,-0.1503
1.91,4,-0.24979
1.92,4,-0.34865
1.93,4,-0.44665
1.94,4,-0.54352
1.95,4,-0.63904
1.96,4,-0.73296
1.97,4,-0.82505
1.98,4,-0.91507
1.99,4,-1.0028
2,4,-1.088
2.01,4,-1.1706
2.02,4,-1.2501
2.03,4,-1.3266
2.04,4,-1.3997
2.05,4,-1.4694
2.06,4,-1.5354
2.07,4,-1.5975
2.08,4,-1.6557
2.09,4,-1.7097
2.1,4,-1.7594
2.11,4,-1.8047
2.12,4,-1.8456
2.13,4,-1.8818
2.14,4,-1.9133
2.15,4,-1.94
2.16,4,-1.9619
2.17,4,-1.9788
2.18,4,-1.9909
2.19,4,-1.9979
2.2,4,-2
2.21,4,-1.997
2.22,4,-1.9891
2.23,4,-1.9762
2.24,4,-1.9584
2.25,4,-1.9356
2.26,4,-1.908
2.27,4,-1.8757
2.28,4,-1.8387
2.29,4,-1.797
2.3,4,-1.7509
2.31,4,-1.7004
2.32,4,-1.6457
2.33,4,-1.5868
2.34,4,-1.524
2.35,4,-1.4573
2.36,4,-1.3871
2.37,4,-1.3133
2.38,4,-1.2363
2.39,4,-1.1562
2.4,4,-1.0731
2.41,4,-0.98745
2.42,4,-0.89929
2.43,4,-0.80889
2.44,4,-0.71646
2.45,4,-0.62224
2.46,4,-0.52646
2.47,4,-0.42937
2.48,4,-0.33121
2.49,4,-0.23222
2.5,4,-0.13264
2.51,4,-0.03274
2.52,4,0.067246
2.53,4,0.16706
2.54,4,0.26646
2.55,4,0.3652
2.56,4,0.46302
2.57,4,0.55968
2.58,4,0.65495
2.59,4,0.74858
2.6,4,0.84033
2.61,4,0.92999
2.62,4,1.0173
2.63,4,1.1021
2.64,4,1.1841
2.65,4,1.2632
2.66,4,1.3391
2.67,4,1.4117
2.68,4,1.4808
2.69,4,1.5461
2.7,4,1.6076
2.71,4,1.665
2.72,4,1.7183
2.73,4,1.7673
2.74,4,1.8119
2.75,4,1.852
2.76,4,1.8874
2.77,4,1.9181
2.78,4,1.944
2.79,4,1.9651
2.8,4,1.9812
2.81,4,1.9924
2.82,4,1.9986
2.83,4,1.9998
2.84,4,1.9961
2.85,4,1.9873
2.86,4,1.9735
2.87,4,1.9549
2.88,4,1.9313
2.89,4,1.9029
2.9,4,1.8698
2.91,4,1.832
2.92,4,1.7896
2.93,4,1.7427
2.94,4,1.6915
2.95,4,1.636
2.96,4,1.5765
2.97,4,1.513
2.98,4,1.4458
2.99,4,1.3749
3,4,1.3006
3.01,4,1.223
3.02,4,1.1424
3.03,4,1.0589
3.04,4,0.9728
3.05,4,0.88424
3.06,4,0.79348
3.07,4,0.70073
3.08,4,0.60624
3.09,4,0.51022
3.1,4,0.41293
3.11,4,0.31461
3.12,4,0.21551
3.13,4,0.11586
3.14,4,0.015926
3.15,4,-0.084049
3.16,4,-0.18381
3.17,4,-0.28312
3.18,4,-0.38172
3.19,4,-0.47936
3.2,4,-0.57581
3.21,4,-0.67081
3.22,4,-0.76414
3.23,4,-0.85556
3.24,4,-0.94484
3.25,4,-1.0318
3.26,4,-1.1161
3.27,4,-1.1977
3.28,4,-1.2762
3.29,4,-1.3516
3.3,4,-1.4236
3.31,4,-1.492
3.32,4,-1.5567
3.33,4,-1.6175
3.34,4,-1.6743
3.35,4,-1.7269
3.36,4,-1.7751
3.37,4,-1.819
3.38,4,-1.8582
3.39,4,-1.8929
3.4,4,-1.9228
3.41,4,-1.9479
3.42,4,-1.9681
3.43,4,-1.9834
3.44,4,-1.9938
3.45,4,-1.9992
3.46,4,-1.9995
3.47,4,-1.9949
3.48,4,-1.9853
3.49,4,-1.9707
3.5,4,-1.9513
3.51,4,-1.9269
3.52,4,-1.8977
3.53,4,-1.8638
3.54,4,-1.8252
3.55,4,-1.782
3.56,4,-1.7344
3.57,4,-1.6825
3.58,4,-1.6263
3.59,4,-1.5661
3.6,4,-1.502
3.61,4,-1.4341
3.62,4,-1.3626
3.63,4,-1.2878
3.64,4,-1.2097
3.65,4,-1.1286
3.66,4,-1.0446
3.67,4,-0.95807
3.68,4,-0.86913
3.69,4,-0.77802
3.7,4,-0.68496
3.71,4,-0.59019
3.72,4,-0.49395
3.73,4,-0.39647
3.74,4,-0.298
3.75,4,-0.19878
3.76,4,-0.099071
3.77,4,0.00088816
3.78,4,0.10085
3.79,4,0.20055
3.8,4,0.29975
3.81,4,0.39821
3.82,4,0.49567
3.83,4,0.59189
3.84,4,0.68663
3.85,4,0.77965
3.86,4,0.87073
3.87,4,0.95963
3.88,4,1.0461
3.89,4,1.13
3.9,4,1.2111
3.91,4,1.2891
3.92,4,1.3639
3.93,4,1.4353
3.94,4,1.5031
3.95,4,1.5672
3.96,4,1.6273
3.97,4,1.6834
3.98,4,1.7353
3.99,4,1.7828
4,4,1.8259
4.01,4,1.8644
4.02,4,1.8982
4.03,4,1.9274
4.04,4,1.9516
4.05,4,1.9711
4.06,4,1.9855
4.07,4,1.9951
4.08,4,1.9996
4.09,4,1.9991
4.1,4,1.9937
4.11,4,1.9832
4.12,4,1.9678
4.13,4,1.9475
4.14,4,1.9223
4.15,4,1.8923
4.16,4,1.8576
4.17,4,1.8182
4.18,4,1.7743
4.19,4,1.726
4.2,4,1.6733
4.21,4,1.6165
4.22,4,1.5556
4.23,4,1.4908
4.24,4,1.4223
4.25,4,1.3503
4.26,4,1.2748
4.27,4,1.1962
4.28,4,1.1146
4.29,4,1.0302
4.3,4,0.94328
4.31,4,0.85396
4.32,4,0.7625
4.33,4,0.66914
4.34,4,0.57411
4.35,4,0.47764
4.36,4,0.37997
4.37,4,0.28136
4.38,4,0.18204
4.39,4,0.082274
4.4,4,-0.017703
4.41,4,-0.11763
4.42,4,-0.21727
4.43,4,-0.31637
4.44,4,-0.41467
4.45,4,-0.51194
4.46,4,-0.60793
4.47,4,-0.7024
4.48,4,-0.79511
4.49,4,-0.88584
4.5,4,-0.97435
4.51,4,-1.0604
4.52,4,-1.1439
4.53,4,-1.2244
4.54,4,-1.3019
4.55,4,-1.3762
4.56,4,-1.447
4.57,4,-1.5142
4.58,4,-1.5776
4.59,4,-1.6371
4.6,4,-1.6924
4.61,4,-1.7436
4.62,4,-1.7904
4.63,4,-1.8327
4.64,4,-1.8704
4.65,4,-1.9035
4.66,4,-1.9318
4.67,4,-1.9552
4.68,4,-1.9738
4.69,4,-1.9875
4.7,4,-1.9962
4.71,4,-1.9999
4.72,4,-1.9986
4.73,4,-1.9923
4.74,4,-1.981
4.75,4,-1.9647
4.76,4,-1.9436
4.77,4,-1.9176
4.78,4,-1.8868
4.79,4,-1.8513
4.8,4,-1.8112
4.81,4,-1.7665
4.82,4,-1.7174
4.83,4,-1.664
4.84,4,-1.6065
4.85,4,-1.545
4.86,4,-1.4796
4.87,4,-1.4105
4.88,4,-1.3378
4.89,4,-1.2618
4.9,4,-1.1827
4.91,4,-1.1006
4.92,4,-1.0158
4.93,4,-0.92842
4.94,4,-0.83872
4.95,4,-0.74693
4.96,4,-0.65327
4.97,4,-0.55798
4.98,4,-0.46129
4.99,4,-0.36345
5,4,-0.2647
5.01,4,-0.16529
5.02,4,-0.065471
5.03,4,0.034516
5.04,4,0.13442
5.05,4,0.23398
5.06,4,0.33296
5.07,4,0.43111
5.08,4,0.52818
5.09,4,0.62393
5.1,4,0.71812
5.11,4,0.81051
5.12,4,0.90088
5.13,4,0.989
5.14,4,1.0746
5.15,4,1.1576
5.16,4,1.2377
5.17,4,1.3146
5.18,4,1.3883
5.19,4,1.4585
5.2,4,1.5251
5.21,4,1.5879
5.22,4,1.6467
5.23,4,1.7013
5.24,4,1.7518
5.25,4,1.7978
5.26,4,1.8394
5.27,4,1.8763
5.28,4,1.9086
5.29,4,1.9361
5.3,4,1.9587
5.31,4,1.9765
5.32,4,1.9893
5.33,4,1.9971
5.34,4,2
5.35,4,1.9978
5.36,4,1.9907
5.37,4,1.9786
5.38,4,1.9615
5.39,4,1.9396
5.4,4,1.9128
5.41,4,1.8812
5.42,4,1.8449
5.43,4,1.804
5.44,4,1.7585
5.45,4,1.7087
5.46,4,1.6547
5.47,4,1.5964
5.48,4,1.5342
5.49,4,1.4682
5.5,4,1.3985
5.51,4,1.3253
5.52,4,1.2488
5.53,4,1.1691
5.54,4,1.0866
5.55,4,1.0013
5.56,4,0.91349
5.57,4,0.82343
5.58,4,0.73131
5.59,4,0.63735
5.6,4,0.54181
5.61,4,0.44491
5.62,4,0.3469
5.63,4,0.24803
5.64,4,0.14853
5.65,4,0.048663
5.66,4,-0.051327
5.67,4,-0.15119
5.68,4,-0.25067
5.69,4,-0.34953
5.7,4,-0.44751
5.71,4,-0.54438
5.72,4,-0.63988
5.73,4,-0.73378
5.74,4,-0.82586
5.75,4,-0.91586
5.76,4,-1.0036
5.77,4,-1.0888
5.78,4,-1.1713
5.79,4,-1.2508
5.8,4,-1.3273
5.81,4,-1.4004
5.82,4,-1.47
5.83,4,-1.5359
5.84,4,-1.598
5.85,4,-1.6562
5.86,4,-1.7101
5.87,4,-1.7598
5.88,4,-1.8051
5.89,4,-1.8459
5.9,4,-1.8821
5.91,4,-1.9135
5.92,4,-1.9402
5.93,4,-1.962
5.94,4,-1.979
5.95,4,-1.991
5.96,4,-1.998
5.97,4,-2
5.98,4,-1.997
5.99,4,-1.989
6,4,-1.9761
6.01,4,-1.9582
6.02,4,-1.9354
6.03,4,-1.9078
6.04,4,-1.8754
6.05,4,-1.8383
6.06,4,-1.7966
6.07,4,-1.7505
6.08,4,-1.6999
6.09,4,-1.6452
6.1,4,-1.5863
6.11,4,-1.5234
6.12,4,-1.4567
6.13,4,-1.3864
6.14,4,-1.3126
6.15,4,-1.2356
6.16,4,-1.1554
6.17,4,-1.0724
6.18,4,-0.98668
6.19,4,-0.8985
6.2,4,-0.80808
6.21,4,-0.71563
6.22,4,-0.62139
6.23,4,-0.52561
6.24,4,-0.42851
6.25,4,-0.33033
6.26,4,-0.23133
6.27,4,-0.13176
6.28,4,-0.031852
6.29,4,0.068134
6.3,4,0.16795
6.31,4,0.26734
6.32,4,0.36607
6.33,4,0.46388
6.34,4,0.56054
6.35,4,0.65579
6.36,4,0.7494
6.37,4,0.84114
6.38,4,0.93078
6.39,4,1.0181
6.4,4,1.1029
6.41,4,1.1849
6.42,4,1.2639
6.43,4,1.3398
6.44,4,1.4123
6.45,4,1.4813
6.46,4,1.5467
6.47,4,1.6081
6.48,4,1.6655
6.49,4,1.7188
6.5,4,1.7677
6.51,4,1.8123
6.52,4,1.8523
6.53,4,1.8877
6.54,4,1.9184
6.55,4,1.9442
6.56,4,1.9652
6.57,4,1.9813
6.58,4,1.9925
6.59,4,1.9987
6.6,4,1.9998
6.61,4,1.996
6.62,4,1.9872
6.63,4,1.9734
6.64,4,1.9547
6.65,4,1.9311
6.66,4,1.9027
6.67,4,1.8695
6.68,4,1.8316
6.69,4,1.7892
6.7,4,1.7423
6.71,4,1.691
6.72,4,1.6355
6.73,4,1.576
6.74,4,1.5124
6.75,4,1.4451
6.76,4,1.3742
6.77,4,1.2999
6.78,4,1.2223
6.79,4,1.1417
6.8,4,1.0582
6.81,4,0.97202
6.82,4,0.88345
6.83,4,0.79267
6.84,4,0.6999
6.85,4,0.60539
6.86,4,0.50936
6.87,4,0.41207
6.88,4,0.31374
6.89,4,0.21462
6.9,4,0.11497
6.91,4,0.015038
6.92,4,-0.084936
6.93,4,-0.1847
6.94,4,-0.284
6.95,4,-0.38259
6.96,4,-0.48022
6.97,4,-0.57666
6.98,4,-0.67165
6.99,4,-0.76496
7,4,-0.85637
7.01,4,-0.94563
7.02,4,-1.0325
7.03,4,-1.1168
7.04,4,-1.1984
7.05,4,-1.2769
7.06,4,-1.3522
7.07,4,-1.4242
7.08,4,-1.4926
7.09,4,-1.5573
7.1,4,-1.618
7.11,4,-1.6748
7.12,4,-1.7273
7.13,4,-1.7755
7.14,4,-1.8193
7.15,4,-1.8586
7.16,4,-1.8932
7.17,4,-1.923
7.18,4,-1.9481
7.19,4,-1.9683
7.2,4,-1.9836
7.21,4,-1.9939
7.22,4,-1.9992
7.23,4,-1.9995
7.24,4,-1.9949
7.25,4,-1.9852
7.26,4,-1.9706
7.27,4,-1.9511
7.28,4,-1.9266
7.29,4,-1.8974
7.3,4,-1.8634
7.31,4,-1.8248
7.32,4,-1.7816
7.33,4,-1.734
7.34,4,-1.682
7.35,4,-1.6258
7.36,4,-1.5655
7.37,4,-1.5014
7.38,4,-1.4335
7.39,4,-1.362
7.4,4,-1.2871
7.41,4,-1.209
7.42,4,-1.1278
7.43,4,-1.0439
7.44,4,-0.95729
7.45,4,-0.86833
7.46,4,-0.7772
7.47,4,-0.68413
7.48,4,-0.58934
7.49,4,-0.49309
7.5,4,-0.3956
7.51,4,-0.29712
7.52,4,-0.1979
7.53,4,-0.098184
7.54,4,0.0017763
7.55,4,0.10173
7.56,4,0.20143
7.57,4,0.30063
7.58,4,0.39908
7.59,4,0.49653
7.6,4,0.59274
7.61,4,0.68746
7.62,4,0.78047
7.63,4,0.87153
7.64,4,0.96041
7.65,4,1.0469
7.66,4,1.1308
7.67,4,1.2118
7.68,4,1.2898
7.69,4,1.3646
7.7,4,1.4359
7.71,4,1.5037
7.72,4,1.5678
7.73,4,1.6279
7.74,4,1.6839
7.75,4,1.7357
7.76,4,1.7832
7.77,4,1.8263
7.78,4,1.8647
7.79,4,1.8985
7.8,4,1.9276
7.81,4,1.9518
7.82,4,1.9712
7.83,4,1.9856
7.84,4,1.9951
7.85,4,1.9996
7.86,4,1.9991
7.87,4,1.9936
7.88,4,1.9831
7.89,4,1.9677
7.9,4,1.9473
7.91,4,1.9221
7.92,4,1.892
7.93,4,1.8573
7.94,4,1.8179
7.95,4,1.7739
7.96,4,1.7255
7.97,4,1.6728
7.98,4,1.6159
7.99,4,1.555
8,4,1.4902
8.01,4,1.4217
8.02,4,1.3496
8.03,4,1.2742
8.04,4,1.1955
8.05,4,1.1139
8.06,4,1.0295
8.07,4,0.94249
8.08,4,0.85315
8.09,4,0.76168
8.1,4,0.6683
8.11,4,0.57325
8.12,4,0.47677
8.13,4,0.3791
8.14,4,0.28048
8.15,4,0.18116
8.16,4,0.081387
8.17,4,-0.018591
8.18,4,-0.11852
8.19,4,-0.21816
8.2,4,-0.31725
8.21,4,-0.41554
8.22,4,-0.5128
8.23,4,-0.60878
8.24,4,-0.70323
8.25,4,-0.79593
8.26,4,-0.88663
8.27,4,-0.97512
8.28,4,-1.0612
8.29,4,-1.1446
8.3,4,-1.2251
8.31,4,-1.3026
8.32,4,-1.3768
8.33,4,-1.4476
8.34,4,-1.5148
8.35,4,-1.5781
8.36,4,-1.6376
8.37,4,-1.6929
8.38,4,-1.744
8.39,4,-1.7908
8.4,4,-1.833
8.41,4,-1.8707
8.42,4,-1.9037
8.43,4,-1.932
8.44,4,-1.9554
8.45,4,-1.974
8.46,4,-1.9876
8.47,4,-1.9962
8.48,4,-1.9999
8.49,4,-1.9985
8.5,4,-1.9922
8.51,4,-1.9808
8.52,4,-1.9646
8.53,4,-1.9434
8.54,4,-1.9173
8.55,4,-1.8865
8.56,4,-1.851
8.57,4,-1.8108
8.58,4,-1.7661
8.59,4,-1.717
8.6,4,-1.6635
8.61,4,-1.606
8.62,4,-1.5444
8.63,4,-1.479
8.64,4,-1.4098
8.65,4,-1.3372
8.66,4,-1.2612
8.67,4,-1.182
8.68,4,-1.0999
8.69,4,-1.015
8.7,4,-0.92763
8.71,4,-0.83792
8.72,4,-0.74611
8.73,4,-0.65243
8.74,4,-0.55713
8.75,4,-0.46043
8.76,4,-0.36258
8.77,4,-0.26382
8.78,4,-0.16441
8.79,4,-0.064583
8.8,4,0.035404
8.81,4,0.1353
8.82,4,0.23486
8.83,4,0.33384
8.84,4,0.43197
8.85,4,0.52903
8.86,4,0.62477
8.87,4,0.71895
8.88,4,0.81132
8.89,4,0.90167
8.9,4,0.98977
8.91,4,1.0754
8.92,4,1.1583
8.93,4,1.2384
8.94,4,1.3153
8.95,4,1.389
8.96,4,1.4592
8.97,4,1.5257
8.98,4,1.5884
8.99,4,1.6472
9,4,1.7018
9.01,4,1.7522
9.02,4,1.7982
9.03,4,1.8397
9.04,4,1.8766
9.05,4,1.9088
9.06,4,1.9363
9.07,4,1.9589
9.08,4,1.9766
9.09,4,1.9894
9.1,4,1.9972
9.11,4,2
9.12,4,1.9978
9.13,4,1.9906
9.14,4,1.9785
9.15,4,1.9614
9.16,4,1.9393
9.17,4,1.9125
9.18,4,1.8809
9.19,4,1.8445
9.2,4,1.8036
9.21,4,1.7581
9.22,4,1.7083
9.23,4,1.6542
9.24,4,1.5959
9.25,4,1.5337
9.26,4,1.4676
9.27,4,1.3978
9.28,4,1.3246
9.29,4,1.2481
9.3,4,1.1684
9.31,4,1.0858
9.32,4,1.0005
9.33,4,0.9127
9.34,4,0.82262
9.35,4,0.73048
9.36,4,0.63651
9.37,4,0.54096
9.38,4,0.44405
9.39,4,0.34603
9.4,4,0.24715
9.41,4,0.14765
9.42,4,0.047775
9.43,4,-0.052214
9.44,4,-0.15207
9.45,4,-0.25155
9.46,4,-0.3504
9.47,4,-0.44838
9.48,4,-0.54523
9.49,4,-0.64072
9.5,4,-0.73461
9.51,4,-0.82666
9.52,4,-0.91665
9.53,4,-1.0043
9.54,4,-1.0895
9.55,4,-1.172
9.56,4,-1.2515
9.57,4,-1.3279
9.58,4,-1.401
9.59,4,-1.4706
9.6,4,-1.5365
9.61,4,-1.5986
9.62,4,-1.6566
9.63,4,-1.7106
9.64,4,-1.7602
9.65,4,-1.8055
9.66,4,-1.8462
9.67,4,-1.8824
9.68,4,-1.9138
9.69,4,-1.9404
9.7,4,-1.9622
9.71,4,-1.9791
9.72,4,-1.991
9.73,4,-1.998
9.74,4,-2
9.75,4,-1.9969
9.76,4,-1.9889
9.77,4,-1.9759
9.78,4,-1.958
9.79,4,-1.9352
9.8,4,-1.9075
9.81,4,-1.8751
9.82,4,-1.838
9.83,4,-1.7962
9.84,4,-1.75
9.85,4,-1.6995
9.86,4,-1.6446
9.87,4,-1.5857
9.88,4,-1.5228
9.89,4,-1.4561
9.9,4,-1.3858
9.91,4,-1.312
9.92,4,-1.2349
9.93,4,-1.1547
9.94,4,-1.0716
9.95,4,-0.98591
9.96,4,-0.89771
9.97,4,-0.80726
9.98,4,-0.7148
9.99,4,-0.62055
10,4,-0.52475
